Loan ID,Status,Year,Country,Borrower,Lender,Finance Type,USD (M),Interest Rate,Libor Rate,Grace Period,Term,Purpose,Sector,Contractor,Resource Security,Narratives
"ET.038","Completed",2013,"Ethiopia","Government","Huawei Technologies Co.; Ltd.","SC",800,,"Libor 6M+3",3,"13","Telecom Transformation and Expansion 7 Circles - Huawei","ICT","Huawei Technologies Co.; Ltd.",,"NARRATIVE: In 2013; Huawei provided a US$800M supplier’s credit to Ethio Telecom for the telecommunications expansion project (TEP). Huawei completed the project in 2018. 

In 2013; the Government of Ethiopia signed a US$1.6B multi-vendor market sharing agreement with ZTE and Huawei for the Ethio Telecom TEP (1). Under the agreement; Ethio Telecom awarded both contractors 13 telecom circles by giving 6 circles to ZTE and 7 to Huawei (1). Huawei provided Ethio Telecom with a US$800M loan for their portion of the project (2). The loan had a 6M Libor+1.5% interest rate; a 3 year grace period and a 13 year term (3). Huawei was responsible for 4G network expansion; LTE technology installation and mobile network expansion in Addis Ababa. The initial stage of their project’s portion would include the expansion of mobile service core networks; transmission and fiber optics; radio access networks; power supply and fixed line next generation networks. The second stage would focus on internet service; a customer billing system; a call center and security operation center (1). 

In 2014; Ethio telecom added Ericsson to the TEP project by awarding Ericsson with 4 of the 6 circles it had originally awarded to ZTE. In 2015; Ethio telecom awarded Huawei with one of the circles originally allocated to Ericsson; citing Ericsson’s delays on the project (4). Huawei completed TEP in 8 telecom circles in 2018 (5). This TEP project was a part of Ethiopia’s Growth and Transformation Plan II. 

(1)https://ethioconstruction.net/?q=news/telecom-expansion-project-taking-shape 
(2) Ethiopia 2014 Bond Prospectus in the OneDrive
(3)DB Research Visit
(4)https://www.telecompaper.com/news/ethio-telecom-pulls-deal-from-ericsson-gives-it-to-huawei--1093385
(5)http://213.55.95.56/bitstream/handle/123456789/19719/Emebet%20Fekade.pdf?sequence=1&isAllowed=y

"
"ET.039","Completed",2013,"Ethiopia","Government","Zhongxing Telecommunication Equipment Corporation (ZTE)","SC",300,,"Libor 6M+3",3,"13","Telecom Transformation and Expansion 6 Circles - ZTE","ICT","Zhongxing Telecommunication Equipment Corporation (ZTE)",,"NARRATIVE: In 2013; Zhongxing Telecommunications Equipment Corporation (ZTE) provided a US$800M supplier’s credit to Ethio Telecom for the telecommunications expansion project (TEP). ZTE obtained 6 telecom circles to complete the expansion project from this deal; but in 2014; Ethio Telecom gave four of those circles to Ericsson; a swedish telecommunications company. ZTE completed TEP in 2 telecom circles under a new supplier’s credit contract worth US$300M in 2018. 

In 2013; the Government of Ethiopia signed a US$1.6B multi-vendor market sharing deal with ZTE and Huawei for the Ethio Telecom TEP. Under the deal; Ethio Telecom awarded Huawei with 7 telecom circles and ZTE with 6 telecom circles. ZTE initially provided US$800M for their portion of the project (1). The loan had a 6M Libor+1.5% interest rate; a 3 year grace period and a 13 year term (2). ZTE was responsible for expanding 3G network access. Their efforts; along with the other contractors; were intended to increase mobile coverage to 80% of Ethiopians which also meant an increase of subscribers from 25 million to 60 million. 

In 2014; ZTE and Ethio Telecom began to have conflict. ZTE determined their portion of the project would cost US$150M-US$200M; more than the amount Ethio Telecom originally planned (3). ZTE also refused to work on swapping out the old telecom networks. In response to ZTE; Ethio Telecom terminated the US$800M framework agreement with ZTE in April 2014. Later that year; Ericsson was awarded a US$500M contract to complete TEP in the 4 circles that were previously given to ZTE (4). Ethio Telecom allowed ZTE to complete TEP in the east and middle east circles under a US$300M contract. 

Ericsson first intended to complete the project in 2016; but due to disagreements with Ethio telecom management; it suspended their projects. Ethio Telecom responded by taking one of Ericsson’s circles and handing it over to Huawei (5)(6). After a series of negotiations; Ericsson completed its portion of the deal in 2019 (7)(8). ZTE completed its portions of TEP in 2018 (9). This project was a part of Ethiopia’s Growth and Transformation Plan II. 

(1)Ethiopia 2014 Bond Prospectus in the OneDrive
(2)DB Research Visit
(3)https://www.theafricareport.com/3585/ethiopia-ericsson-snatches-more-than-half-of-chinas-zte-telecom-deal/
(4)https://www.ethiosports.com/2014/12/18/ericsson-to-take-part-in-telecom-expansion-in-ethiopia/
(5)https://www.telecompaper.com/news/ethio-telecom-pulls-deal-from-ericsson-gives-it-to-huawei--1093385
(6)https://www.youtube.com/watch?v=W6qgaP5HxlI
(7)https://www.thereporterethiopia.com/article/ericsson-completes-mobile-network-expansion-projects
(8)https://www.thereporterethiopia.com/article/ericsson-resume-work-mobile-network-expansion-project
(9)http://213.55.95.56/bitstream/handle/123456789/19719/Emebet%20Fekade.pdf?sequence=1&isAllowed=y
"
"ET.040","Completed",2013,"Ethiopia","Ethiopia Sugar Corporation (ESC) (SOE)","CDB","CommL",290,,"Libor 6M+2.6",3,"13","Omo-Kuraz Sugar Factory 2; South Omo Zone","Industry","China National Complete Plant Import and Export Group Corporation; Ltd. (COMPLANT)",,"NARRATIVE: In 2013; the Ethiopian Sugar Corporation (ESC) signed a US$290M loan agreement with the China Development Bank (CDB) for financing the Omo-Kuraz Sugar Factory 2 Project. China National Complete Plant Import-Export Corporation Ltd (COMPLANT) completed the project in 2017. 

ESC began the Kuraz Sugar Development Project (KSDP) in 2015. The project is a part of the government’s plans to transform Ethiopia’s sugar industry into a globally competitive industry by 2023 (1). The CDB provided a US$290M loan to finance the construction of KSDP’s second factory; the Omo-Kuraz Sugar Factory 2 in the South Omo Zone. The loan has a 6M Libor +2.6% interest rate; a 3 year grace period and a 13 year term (2). COMPLAINT began construction in July 2014 (3).

COMPLANT completed the project in 2017; and the factory began trial sugar production on March 27; 2017 (3). At full capacity; the factory can crush 12;000 tons of sugar cane a day and produce 2.5 million quintals of sugar and 28 million litres of ethanol annually. It also can produce up to 60 megawatts of electricity (3).

(1)https://www.tandfonline.com/doi/full/10.1080/17531055.2016.1267602
(2)DB research visit
(3)https://www.ethiopiansugar.com/omo-kuraz-sugar-factory-ii/
"
"ET.041","Completed",2013,"Ethiopia","Ethiopia Sugar Corporation (ESC) (SOE)","CDB","CommL",290,,"Libor 6M+2.6",3,"13","Omo-Kuraz Sugar Factory 3; South Omo Zone","Industry","China National Complete Plant Import and Export Group Corporation; Ltd. (COMPLANT)",,"NARRATIVE: In 2013; the Ethiopian Sugar Corporation (ESC) signed a US$290M loan agreement with the China Development Bank (CDB) for financing the Omo-Kuraz Sugar Factory 3 Project in the South Omo Zone. China National Complete Plant Import-Export Corporation Ltd (COMPLANT) completed the project in 2018. 

ESC began the Kuraz Sugar Development Project (KSDP) in 2015. The project is a part of the government’s plans to transform Ethiopia’s sugar industry into a globally competitive industry by 2023 (1). The CDB provided a US$290M loan for the development of KSDP’s third factory; the Omo-Kuraz Sugar Factory 3. The loan has a 6M Libor +2.6% interest rate; a 3 year grace period and a 13 year term (2). The project is located between Kaffa and Benech Maji zones bordering the Omo River. At full capacity; the factory would be able to produce 8-10;000 quintals of sugar a day. COMPLANT began construction on March 11; 2016.

COMPLANT completed the project in 2018; and the factory began trial sugar production on October 14; 2018 (3).

(1)https://www.tandfonline.com/doi/full/10.1080/17531055.2016.1267602
(2)DB research visit 
(3)https://www.ethiopiansugar.com/omo-kuraz-sugar-development-project/
"
"ET.043","Completed",2013,"Ethiopia","Government","Eximbank","PEBC",143,"2",,7,"20","Addis-Adama Expressway Phase II (Toll Montovay); 28km","Transport","China Communications Construction Company; Ltd. (CCCC)",,"NARRATIVE: In 2013; the Government of Ethiopia and China Eximbank signed a US$143M preferential export buyer’s credit agreement for financing the Addis Ababa Adama Toll-Motorway Design and Build Road Project Phase 2. The project was completed by China Communication Construction Company (CCCC) in 2016. 

On September 10; 2013; the Government of Ethiopia and China Eximbank signed a US$143M preferential export buyer’s credit agreement for financing the 28km Addis Ababa Adama Toll-Motorway Design and Build Road Project. The loan has a 2% interest rate; 7 year grace period and a 20 year term (1).  While the government of Ethiopia funded 25% of the project’s total costs; the China Eximbank loan covered 75%. On December 10; 2013; the Ethiopian parliament ratified the loan under Proclamation No. 812/2013. The Proclamation went into effect on the same day (2).

CCCC was the project’s contractor. On May 6; 2014; a ceremony was held to commence the beginning of stage two of the project. Chinese Premier Li Keqiang and Ethiopian Prime Minister Hailemariam Desalegn were present. The new road will assist in alleviating congested traffic by dispersing and diverting traffic  (3). CCCC completed the project in 2016 (4). 

(1)DB Research Visit 
(2)https://chilot.me/wp-content/uploads/2014/04/proclamation-no-812-2013.pdf
(3)http://en.ccccltd.cn/newscentre/companynews/201406/t20140603_31658.html
(4)https://www.chinadaily.com.cn/a/201809/05/WS5b8f1f27a310add14f389a3b.html

"
"ET.044","Completed",2014,"Ethiopia","Government","Eximbank","PEBC",187,"2",,7,"20","Dire Dawa-Dewalle Road; 220 km","Transport","China Geo-Engineering Corporation Overseas Construction Group Co.; Ltd. (CGCOC)",,"NARRATIVE: In 2014; the Government of Ethiopia and China Eximbank signed a US$187M preferential export buyer’s credit agreement for the Dire Dawa-Dawale Road Project. The project was completed by China Geo-engineering Construction Overseas Company Group (CGCOC) in 2018. 

In 2014; the Ethiopian Roads Authority (ERA) awarded CGCOC a contract for the construction of the 220km Dire Dawa to Dewalle road. The total cost of the project was 3.99 billion Ethiopin Birr. Shandong XiQiDian Overseas Consulting Ltd. Co provided the consulting services for the project (1). On May 4; 2014; the Government of Ethiopia and China Eximbank signed a US$187M preferential export buyer’s credit agreement for financing the Dire Dawa-Dawale Road project. The loan has a 2% interest rate; a 7 year grace period and a 20 year term (2). On June 24; 2014; the House of Representatives ratified the loan agreement under Proclamation no. 854/2014 (3). The China Eximbank loan covered 85% of the cost; while the government covered 15% of the cost. 

The new road would reduce the driving time between towns from a day to 2 hours. To access the road; truck drivers are required to pay 200 birr (US$7); mid-size trucks will pay 150 birr and automobile drivers will pay 100 birr. CGCOC took four years to complete the project. The project was completed in December; 2018 and inaugurated in June; 2019 (4). 

(1)https://addisfortune.net/articles/era-awards-two-chinese-companies-5b-br-road-projects/
(2)https://addisfortune.net/articles/era-awards-two-chinese-companies-5b-br-road-projects/
(3)https://chilot.me/wp-content/uploads/2014/09/proclamation-no-854-2014-export-import-bank-of-china-loan.pdf
(4)https://ethiopianmonitor.com/2019/06/17/ethiopias-second-toll-road-starts-operation/

"
"ET.045","Implementation",2014,"Ethiopia","Ethiopia Sugar Corporation (ESC) (SOE)","Eximbank","CommL",500,,"Libor 6M+2.6",2,"12","Welkait Sugar Mill; Tigray Region","Industry","China CAMC Engineering Co.; Ltd. (CAMCE)",,"NARRATIVE: In 2014; the Government of Ethiopia and China Eximbank signed a US$500M loan agreement to finance the Welkait Sugar Mill Project. China CAMC Engineering (CAMCE) started constructing the project in 2016 and aimed to complete the project in 2019. 

On June 10; 2013; CAMCE and Ethiopian Sugar Corporation (ESC) signed a US$647M EPC contract worth for the Welkait Sugar Plant Project (1). The 36-month contract covers the construction of a sugar plant with the capacity to process 24;000 tons of sugarcane daily and construction of an adjacent 4x30MW Bagasse-fired power plant. About 70% of the electricity generated from the plant will be used to run the sugar mill and 30% will connect to the surrounding area through a 137 kV line(2)(4). 

In 2014; China Eximbank and ESC signed a US$500M loan agreement to finance the project. The loan has a 6M Libor + 2.6%% interest rate; a 2 year grace period and a 12 year term (3). CAMCE began construction in 2016. They intended to complete the project in 2019 (2); but no further details have been provided on the completion date of the project.

(1)http://www.camce.com.cn/en/enBA/enEC/enAP/201608/t20160804_93583.htm
(2)https://www.researchgate.net/publication/335978716_Boosting_the_Power_Sector_in_Sub-Saharan_Africa_Boosting_the_Power_Sector_in_Sub-Saharan_Africa_China's_Involvement
(3)DB Research in Ethiopia
(4)https://hornaffairs.com/2014/05/07/china-lends-500m-for-welkait-sugar-mill-project/
"
"ET.046","Implementation",2014,"Ethiopia","Government","Huawei Technologies Co.; Ltd.","SC",34,,"Libor 6M+2.6",2,"12","Telecoms-Huawei-Electricity","ICT","Huawei Technologies Co.; Ltd.",,
"ET.047","Implementation",2014,"Ethiopia","Government","Zhongxing Telecommunication Equipment Corporation (ZTE)","SC",28,,"Libor 6M+2.6",2,"12","Telecoms-ZTE-Electricity","ICT","Zhongxing Telecommunication Equipment Corporation (ZTE)",,
"ET.053","Implementation",2015,"Ethiopia","Ethiopia Sugar Corporation (ESC) (SOE)","ICBC","CommL",550,,,,,"Omo-Kuraz Sugar Factory - 5; South Omo Zone","Industry","Jiangxi Jianglian International Engineering Co.; Ltd.",,"NARRATIVE:  In 2015; the Government of Ethiopia and the Industrial and Commercial Bank of China (ICBC) signed a US$550M export buyer’s credit agreement for financing the construction of the Omo-Kuraz Sugar Factory 5. Jiangxi Jianglian International Engineering Co Ltd. (JJIEC) started construction in November 2016. 

On August 13; 2013; JJIEC signed a US$647M EPC contract with the Ethiopian Sugar Corporation (ESC) (1). On July 23; 2015; ICBC CEO Jiang Jianqing and Ethiopian Ministry of Finance Sufian Ahmed Beker signed an Investment and Financing Development Cooperation Agreement. According to the agreement; ICBC will provide a US$550M export buyer’s credit for the project. This is the largest project Jiangxi Province has acquired under their “Going Out” business strategy and a significant breakthrough in Jiangxi’s participation in the Belt and Road Initiative. The project was a materialization of the Going Out Strategic Agreement ICBC and JJIEC signed in March 2015 (2). 

JJIEC began construction in November 2016. The Omo Kuraz Factory 5 is 954km from Addis Ababa on the boundaries of South Omo Zone’s Nyangatom District. The project is being constructed in two phases; and when completed; it will be able to crush 24 tons of sugarcane a day at full capacity (3).

(1) “About Us;” ET.053 JJIEC PDF in Onedrive 
(2)“ICBC and Ethiopia Sign a Comprehensive Cooperation Agreement;” ET.053 ICBC PDF in OneDrive 
(3)https://www.ethiopiansugar.com/projects/omo-kuraz-sugar-factory-five/
"
"ET.054","Signed",2014,"Ethiopia","Government","CIDCA","ZIL",24,"0",,10,"30","Framework Agreement","Unallocated",,,
"ET.055","Completed",2013,"Ethiopia","Government","Eximbank","CL",239,"2",,7,"20","Bole Airport Expansion","Transport","China Communications Construction Company; Ltd. (CCCC)",,"NARRATIVE: In 2013; the Government of Ethiopia and China Eximbank signed a CNY 1450M concessional loan agreement for financing the Addis Ababa Bole International Airport Expansion Project. China Communications Construction Company Ltd (CCCC) completed the project in 2019. 

On December 19; 2013; the Government of Ethiopia and China Eximbank signed a CNY 1450M concessional loan agreement for financing the Addis Ababa Bole International Airport Expansion Project. This loan amounted to US$239M out of US$363M of the total cost. On April 3; 2014; the House of Representatives ratified the loan agreement under Proclamation No. 833/2014; and the agreement entered into force on May 14; 2014 (1). CCCC began construction in 2015 and completed the project in 2018 (2).

The airport expansion increased Bole International Airport capacity from holding 7 million passengers a year to 22 million passengers a year. It is a part of the Ethiopian Airlines “Vision 2025” goal of becoming Africa’s leading airline in 15 years. Prime Minister Abiy Ahmed inaugurated the project on January 26; 2019 (3).

(1)Proclamation No.833/2014 in ET.055 PDF on OneDrive 
(2)http://www.indunet.net.cn/staticpage/20191031/103113188.html
(3)Twitter ET.055 PDF on OneDrive

"
"ET.057","Implementation",2017,"Ethiopia","Government","Eximbank","PEBC",219,,,,,"Aysha Wind Farm II; 120MW","Power","Dongfang Electric Corporation (DEC)",,"NARRATIVE: In 2017; the Government of Ethiopia and China Eximbank signed a  US$218M preferential export buyer’s credit agreement for financing the Aysha Wind Power Project. Dongfang Electric Corporation (DEC) began implementing the project in 2016. 

In 2013; the Ethiopian Electric Power Corporation (EEPco) negotiated an EPC contract with DEC for the construction of the 120MW Aysha Wind Power Project in Ethiopia’s Somali region. The total cost of the project was US$257M (1). The project would consist of three phases: 120MW constructed by Dongfang Electric in Phase 1;120MW constructed by a company backed by an European Investment Bank in Phase II; and 60MW constructed by a potential JV between Metals & Engineering Corporation and China in Phase 3. In 2014; a feasibility study was conducted; and China Eximbank indicated to the Ethiopian Ministry of Water; Energy and Irrigation that it would fund the DEC portion of the project. On May 12; 2017; the Government of Ethiopia and China Eximbank signed the preferential export buyer’s credit agreement worth US$218;692;400 for financing the project in Beijing. On July 5; 2017; the House of Representatives ratified the loan agreement under Proclamation No.1044/2017; and the proclamation went into effect on August 3; 2017 (2). China Eximbank funded 85% of the project while the Government of Ethiopia funded 15% (3). 

DEC developed and began installing 48 single unit 2.5MW wind turbines in 2016 (4)(5). The wind farm began preparing for trials in January 2020 (6). After the project’s completion; part of the electricity will be exported to Djibouti to generate foreign exchange for Ethiopia and the other part will address local power shortages (7). The project is a part of Ethiopia’s Growth Plan II; under which nine wind farms will be built to increase electricity production. These farms include Ashegoda; Adama I&II and Aysha I&II. 

(1)ET.057 Renewables PDF 
(2)http://www.lawethiopia.com/images/federal_proclamation/proclamations_by_number/1044.pdf
(3)https://www.afrik21.africa/en/ethiopia-government-set-to-launch-two-re-projects/
(4)https://www.afrik21.africa/en/ethiopia-government-set-to-launch-two-re-projects/
(5)http://www.dongfang.com/data/v/201904/7376.html
(6)https://www.afrik21.africa/en/ethiopia-government-set-to-launch-two-re-projects/
"
"ET.058","Completed",2016,"Ethiopia","Government","Eximbank","Loan",117,,,,,"Bole Airport Expansion Passenger Terminal - Additional Finance","Transport","China Communications Construction Company; Ltd. (CCCC)",,"NARRATIVE: In 2016; the Government of Ethiopia and China Eximbank signed a US$117M loan agreement for financing the Addis Ababa Bole International Airport Terminal I; VIP Terminal and Associated Works Design and Build Project. China Communications Construction Company Ltd (CCCC) planned to complete the project by the end of 2020. 

On December 27; 2016; China Eximbank provided additional financing for the Bole International Airport Expansion project. The Government of Ethiopia and China Eximbank signed a loan agreement worth US$117;300;000 for the Addis Ababa Bole International Airport Terminal I; VIP Terminal and Associated Works Design and Build Project. The VIP terminal is dedicated to serving diplomats; heads of state and senior government officials.  On February 7; 2017; the House of Representatives ratified the agreement under Proclamation No. 1002/2017; and the proclamation went into effect on February 22; 2017 (1). CCCC began constructing the VIP terminal in September 2017 as French consulting firm; ADPI; supervised the project (2)(3). CCCC plans to complete the project by the end of 2020 (4). Early media reports indicated the terminal would be open to the public in April or May of 2020 (5).

(1)http://www.lawethiopia.com/images/federal_proclamation/proclamations_by_number/1002.pdf
(2)https://www.2merkato.com/news/alerts/4602-exim-bank-of-china-to-extend-120-million-usd-loan-for-ethiopia%20(See%20Pdf)
(3)https://www.thereporterethiopia.com/article/ethiopian-airports-inaugurate-vip-terminal
(4)http://www.chinafrica.cn/Homepage/202001/t20200116_800190020.html
(5)https://www.thereporterethiopia.com/article/ethiopian-airports-inaugurate-vip-terminal
"
"ET.059","Completed",2016,"Ethiopia","Government","Eximbank","Loan",190,,,,,"Addis-Adama Expressway Phase II: Akaki-IT Park (Goro) Road; 14.5-km; Akaki-Lebu Road; 13.6-km","Transport","China Communications Construction Company; Ltd. (CCCC)",,"NARRATIVE: In 2013; the Government of Ethiopia and China Eximbank signed a US$190M preferential export buyer’s credit agreement for financing the Lebu-Akaki-Information Technology Park Outer Ring Road Project. China Communication Construction Company (CCCC) completed the project in 2016. 

On September 10; 2013; the Government of Ethiopia and China Eximbank signed a US$190M preferential export buyer’s credit agreement for financing the design and build of the Lebu-Akaki-Information Technology Park Outer Ring Road Project. The loan has a 2% interest rate; a 7 year grace period and a 20 year term. While the government of Ethiopia funded 25% of the project’s total costs; China Eximbank funded 75%. On December 10; 2013; the Ethiopian parliament ratified the loan under proclamation No. 812/2013 (1).

The Ethiopian Roads Authority (ERA) awarded the contract for building the Lebu-Akaki-ITPark road to CCCC on January 16; 2014 (2). The 13.6km Lebu-Akaki road links the city to the Adama expressway on the west and northwest side; and the 14.5km Akaki-IT Park road links the city to the expressway on the east and northeast side. Road construction included adding six lanes; six bridges; four interchanges and a railway crossing (3). During construction; 90% of the workers were local (4). On August 9; 2019; the project was inaugurated; and Prime Minister Hailemariam Dessalegn and Chinese Ambassador to Ethiopia La Yifan were present to give their remarks (5)(6)(7).

(1)https://chilot.me/wp-content/uploads/2014/04/proclamation-no-812-2013.pdf
(2)https://addisfortune.net/articles/three-chinese-companies-awarded-6-5b-birr-road-construction-projects/
(3)https://addisfortune.net/articles/addis-to-get-connected-to-new-highway/
(4)https://www.expogr.com/detail_news.php?newsid=3145&pageid=2
(5)http://en.ccccltd.cn/newscentre/companynews/201406/t20140603_31658.html
(6)http://et.mofcom.gov.cn/article/jmxw/201608/20160801377949.shtml
(7)http://et.china-embassy.org/chn/zagx/t1387980.htm
"
"ET.061","Completed",2011,"Ethiopia","Government","Eximbank","PEBC",188,"2",,8,"21","Addis Ababa; 400km Transmission Lines and Substations; Gibe III Hydropower Project (total 612mn)","Power","Tebian Electric Apparatus Co.; Ltd. (TBEA)",,"NARRATIVE: In 2011; the Government of Ethiopia and China Eximbank signed a US$183M loan agreement for financing the 400km Transmission Lines and Substations associated with the Gibe III Hydropower Station. TBEA Co. Ltd completed the project in 2015.

On March 23; 2011; the Government of Ethiopia and China Eximbank signed a US$183M loan agreement to finance two projects. China Eximbank provided US$99;790;000 for financing the 400km of Gibe III - Addis Ababa Power Transmission Line and US$88;510;000 for financing the Gibe III - Addis Ababa Substations. Ethiopia’s House of Representatives ratified the agreement under Proclamation No. 717/2011 on June 16; 2011; and the proclamation entered into force on July 18; 2011 (1). TBEA Co. Ltd completed both projects in December 2015 (2) and the project was inaugurated in 2016. The transmission lines became an important channel for Ethiopian Electric Power Corporation’s main network by becoming the power output for the southern grid of the country. It led to balancing the country’s national grid and reducing local power shortages (3).

(1) http://www.lawethiopia.com/images/federal_proclamation/proclamations_by_number/717.pdf
(2) https://www.tbea.com/cs/Satellite?c=Page&cid=1467896785084&pagename=TBEA_CN%2FPage%2FTemplate%2FNewsCenter%2FNewsInfo&num=10&assetid=1467896935680
(3) https://www.zawya.com/mena/en/project/070119045249/400-kv-gilgel-gibe-iii-addis-ababa-transmission-line-project/

"
"ET.062","Implementation",2016,"Ethiopia","Government","Eximbank","Loan",103,"2.6",,5,"20","Kality Ring Road Interchange-Tulu Dimtu Roundabout Project; 20.6km ","Transport","China Communications Construction Company; Ltd. (CCCC)",,"NARRATIVE: In 2016; the Government of Ethiopia and China Eximbank signed a US$103M loan agreement for financing the Kality Ring Road Interchange Tulu Dimtu Roundabout Road and Kality Ring Road Bulbula-Kilinto Roundabout Road Project. China Communications Construction Company (CCCC) began construction in 2017. 

In October 2016; Prime Minister Hailemariam Dessalegn held talks with Chinese President Special Envoy and National Development and Reform Commission Chairman Xu Shaoshi. As a result; the governments of Ethiopia and China signed several cooperation agreements in the areas of investment; infrastructure; industry and technology (1). Included in these agreements; was a loan agreement worth US$102;736;147.53 from China Eximbank for financing the Kality Ring Road Interchange Tulu Dimtu Roundabout Road and Kality Ring Road Bulbula-Kilinto Roundabout Road Project. The loan has a 2.6% interest rate; a one time commitment fee; a management fee of 0.25%; a 5 year grace period and a 20 year term. Ethiopia’s House of Representatives ratified the loan under Proclamation No.988/2017 on December 27; 2016. The proclamation went into effect on January 3; 2017 (2).

On February 14; 2017; the Addis Ababa Roads Authority and CCCC held the commencement ceremony to start construction on the roads. Eskinder Zwede Construction Consultant Company provided the consultant services for the 11km Kality Ring Road interchange - Tulu Dimtu Ring Road portion. The road will be located on Addis Aaba’s outskirts and will include the construction of five bridges. Hake Consultant Company provided consultant services for the 10.6km Kality to Kilinto portion; which will include a 250-span bridge and an underpass bridge. Since both roads are in areas important for trade; they will improve market access for small businesses and industrial parks. Officials planned for the projects to create more than 5000 jobs (3).

(1)Yohanes Jamaneh; “Ethiopia; China Furthering Cooperation;” AllAfrica; October 5; 2016; ET.062 PDF in OneDrive 
(2) http://www.lawethiopia.com/images/federal_proclamation/proclamations_by_number/988.pdf
(3)https://addisfortune.net/articles/chinese-company-wins-most-expensive-road-projects/
"
"ET.064","Implementation",2017,"Ethiopia","Government","Eximbank","EBC",83,,,,,"28.4km Transmission Lines to Bole and Kilinto Industrial Zones in Addis Ababa; 230KV; Kilinto and Bole Lemi Power plant substations","Power","Tebian Electric Apparatus Co.; Ltd. (TBEA)",,
"ET.065","Implementation",2017,"Ethiopia","Government","Eximbank","Loan",171,,,,,"Modjo-Hawassa Expressway; Arsi Negele-Hawassa Section; 52km","Transport","China Railway Group Ltd. (CREC)",,"NARRATIVE: In 2017; the Government of Ethiopia and China Eximbank signed a US$171M agreement for financing the Ethiopia Modjo Hawassa Highway; Arsi Negele Hawassa Section. This project is lot 4 of the Modjo Hawassa Highway construction project; which is jointly financed by the African Development Bank; the World Bank; the Korea Eximbank and the China Eximbank. China Railway Engineering Corporation (CREC) is currently implementing the first phase of the project; which is financed by the African Development Bank. It is unclear which company will complete the Arsi Negele section. 

In 2010; the Government of Ethiopia began searching for funding for the US$700M Modjo Hawassa Highway Project. It took 5 years due to the search for financiers and potential contractors (1). At the end of the process; ERA decided the project would be implemented  in four phases with each phase funded by a different financier. Lot 1; the 57km Modjo-Meki section; is financed by the African Development Bank and the Government of Ethiopia. This lot is also contracted to CREC. Lot 2; the 37km Meki-Batu Ziway section; is financed by Korea Eximbank and the Government of Ethiopia. Lot 3; the 55km Batu Ziway-Arsi Negele section; is financed by the World Bank. Lot 4; the Arsi Negele-Hawassa 52km section; is financed by China Eximbank and the Government of Ethiopia (2). In 2015; CREC began the process of constructing the first phase of the project and was 70% finished with the project in February 2019 (3)(4).

On May 12; 2017; the Government of Ethiopia and China Eximbank signed a loan agreement worth US$171;080;400 to finance the Arsi Negele Hawassa Section; the 4th section of the Modjo Hawassa Highway. The Ethiopian House of Representatives ratified the loan agreement during a session held on July 5th; 2017 under Proclamation No.1043/2017. The proclamation entered into force on September 8; 2017 (5). Construction on the Arsi Negele Section is currently in the early stages and at a 4% completion in October 2019 (5). It is unclear which contractor will complete this portion of this project at this point. 

(1) http://www.globalconstructionreview.com/news/700m-ethiopian-high8w8a8y-gets-started-after-four/
(2) https://ewsdata.rightsindevelopment.org/files/documents/50/WB-P148850_vaDDxqd.pdf
(3) CREC PDF ET.065 in OneDrive 
(4) https://www.press.et/english/?p=2296#
(5) http://www.lawethiopia.com/images/federal_proclamation/proclamations_by_number/1043.pdf
"
"ET.066","Implementation",2013,"Ethiopia","Development Bank of Ethiopia (DBE) (SOE)","CDB","Loan",25,,,,,"SMEs","Banking",,,
"ET.068","Completed",2016,"Ethiopia","Government","Eximbank","Loan",249,,,,,"355km Genale Dawa III-Yirgalem II-Wolayita Sodo II-Hawassa II transmission lines and substation; 400KV","Power","China Energy Engineering Corporation (CEEC)",,"NARRATIVE: In 2016; the Government of Ethiopia and China Eximbank signed a US$249M preferential buyer’s credit agreement for financing the Genale Dawa III Yirgalem II - Wolayita Sodo II - Hawassa II Power Transmission Project. China Energy Engineering Corporation Limited (CEEC) completed the project in 2017. 

In September 2014; Ethiopian Electric Power and CEEC signed a contract agreement for the Genale Dawa III Yirgalem II - Wolayita Sodo II - Hawassa II Power Transmission Project (1). On August 22; 2015; Xinjiang Electric Power Design Institute; a subsidiary of CEEC; signed the “Supply and Construction of 400kV Genale Dawa III-Yirgalem II-Wolayita Sodo II Transmission Line” Project EPC contract. Under the contract; the contractor will design; supply and construct a 355km 40kV transmission line; a 48km 230kV transmission line and a 26km 132kV transmission line (2).

On December 27; 2016; the Government of Ethiopia and China Eximbank signed a preferential buyer’s credit agreement worth US$249;323;075.34 for financing the project. On February 7; 2017; the House of Representatives ratified the loan agreement under Proclamation No. 1000/2017. The proclamation went into effect on February 22; 2017 (3).

In November 2015; Xinjiang Institute began constructing the project; and on May 5; 2017; the project was completed. 

(1)All Africa ET.068 PDF in OneDrive 
(2)CEEC Signs contract with Ethiopia ET.068 Chinese PDF in OneDrive
(3)Proclamation 1000/2017 PDF in OneDrive 
"
"ET.069","Completed",2015,"Ethiopia","Ethiopian Electric Power Corporation (EEPCo) (SOE)","Eximbank","EBC",63,,,,,"Ethiopia-Djibouti Railway Transmission Line Power Supply; 750km ","Power","China Railway Group Ltd. (CREC); China Civil Engineering Construction Corporation (CCECC)",,
